derivative,score,label
intervenable,1.0,1
intercredibility,1.0,1
layerism,1.0,1
longerage,0.0,0
semicontexts,1.0,1
antishaped,1.0,1
subhalls,0.0,0
postfiling,1.0,1
improvize,1.0,1
goalwise,1.0,1
extrafreedom,0.0,0
pseudooblique,0.0,0
codependance,0.0,0
wordwise,0.9772727272727273,1
subdestinations,1.0,1
pseudocounterfactual,1.0,1
subchanges,0.0,0
nonrealised,1.0,1
imrelativistic,0.0,0
trielectrode,0.0,0
dereduced,0.0,0
imsparsity,1.0,1
personically,0.0,0
antitransactions,1.0,1
secondanly,1.0,1
protofragment,0.0,0
singledate,0.9873417721518988,1
minicorner,0.0,0
prebiologically,0.0,0
lodgement,1.0,1
resales,0.9655172413793104,1
subbehaviour,0.98,1
resubscribe,1.0,1
miniasteroids,0.0,0
attributewisely,1.0,1
subsubstem,0.0,0
unexported,1.0,1
quanmental,0.0,0
exholes,0.0,0
welfarism,0.96,1
nongenie,1.0,1
repile,0.0,0
lookwise,0.0,0
protoblue,0.0,0
voteable,1.0,1
atomsize,0.0,0
covibrating,0.0,0
nonfirability,1.0,1
relighting,0.9938176197836167,1
inconsecutiveness,1.0,1
requestioned,0.0,0
dependenceican,0.0,0
dodderer,0.0,0
pseudolabels,0.9908752957080095,1
multiopinions,0.0,0
outtopic,1.0,1
intraformational,0.0,0
nonsets,1.0,1
disturbanceless,0.0,0
coilsensor,0.0,0
reharden,0.0,0
intermarrying,0.0,0
mislearning,1.0,1
bidistinctness,1.0,1
adulter,1.0,1
freean,0.0,0
kernelless,0.0,0
lagoonal,0.0,0
counterbottoms,1.0,1
undershadowed,1.0,1
gripper,0.9660107334525939,1
cocylinder,1.0,1
remeta,0.0,0
imtransition,0.0,0
parameteration,1.0,1
clearliness,1.0,1
imnitrogen,0.0,0
supergauge,0.0,0
nashish,1.0,1
preminor,0.0,0
unpleas,1.0,1
undeed,0.0,0
misseparated,0.0,0
subpeers,1.0,1
vectorsize,1.0,1
compulsoryage,1.0,1
underdraw,0.0,0
antihumans,0.0,0
realter,1.0,1
remainingor,1.0,1
irretaining,0.0,0
intentless,1.0,1
inspirits,0.0,0
preerupted,0.0,0
reatom,0.0,0
relocalise,0.9772727272727273,1
movor,1.0,1
coreinfilling,0.0,0
imknown,1.0,1
scrapeable,1.0,1
transmembranes,0.0,0
tripanels,0.0,0
nonrana,0.0,0
deenhance,0.0,0
prototypeor,1.0,1
nonfatally,1.0,1
nonforwards,0.0,0
coreenergies,0.0,0
biselect,1.0,1
superspray,0.0,0
intrasampled,1.0,1
pseudooccurrences,1.0,1
ultraenriched,0.0,0
homerage,0.0,0
inwebsite,1.0,1
subanalytically,1.0,1
interamerican,0.0,0
megasurveys,0.0,0
pseudotargeted,1.0,1
nonsegments,1.0,1
pseudobond,0.0,0
colies,0.0,0
dependenceor,0.0,0
comating,0.0,0
preleast,0.0,0
viceverser,0.0,0
noncorrections,1.0,1
assessmentor,1.0,1
influentiality,1.0,1
coderesources,1.0,1
forelastic,0.0,0
intersync,1.0,1
pseudowired,1.0,1
autocorruption,1.0,1
nonadministrator,1.0,1
preever,0.0,0
polyglobal,0.0,0
multisecret,1.0,1
coinexample,1.0,1
underproportionate,1.0,1
resultate,1.0,1
autosteering,0.9024390243902439,1
semiballistically,0.0,0
multielectromagnetic,0.0,0
multitail,0.9777777777777777,1
guaranteesee,1.0,1
performical,1.0,1
flarey,0.0,0
experimentsor,0.0,0
nonininteracting,0.0,0
talker,0.9923195084485407,1
pseudocontinuity,0.0,0
deunpaired,0.0,0
cocostyle,1.0,1
exhits,0.0,0
nearability,0.0,0
spinsive,0.0,0
resemiautomated,0.0,0
hypertargets,1.0,1
underanomaly,0.0,0
reprevariant,0.0,0
uncreative,0.9491525423728814,1
multitransmitter,1.0,1
overprominent,0.0,0
antireversal,0.0,0
postmobile,1.0,1
scoreability,0.0,0
suborganizations,1.0,1
planeticity,0.0,0
navigationality,1.0,1
recourseless,1.0,1
coration,0.0,0
reparameterizeable,1.0,1
recoloring,0.93207981580967,1
wholisticly,0.0,0
pseudocontainers,0.0,0
exoverlap,0.0,0
skippingly,0.0,0
inneuroscience,0.0,0
demarch,0.0,0
hyperradially,0.0,0
infavored,0.0,0
semisingle,0.9090909090909091,1
subnets,0.9347438752783964,1
inheritedness,1.0,1
withdrawer,1.0,1
antipattern,0.9670828603859251,1
antimultipath,1.0,1
traveleddistance,1.0,1
fakeable,0.0,0
repenny,1.0,1
overspawning,1.0,1
subprice,1.0,1
multitriangles,0.0,0
unpressing,0.0,0
minimalcrash,1.0,1
portless,1.0,1
guideless,1.0,1
nonhyperweak,0.0,0
devicesubgraphs,1.0,1
nonassociates,1.0,1
pseudoscans,0.0,0
devicecallable,0.0,0
dalite,0.0,0
nonlinearwise,0.0,0
intersolution,0.0,0
basalward,0.0,0
prodominately,0.0,0
multiordered,0.875,1
nonlived,0.0,0
pseudobreak,0.0,0
subbilayer,0.0,0
unemissions,0.0,0
autoarchitecture,1.0,1
pseudoequal,1.0,1
incompleting,1.0,1
imtended,0.0,0
underdome,0.0,0
hyperconstruction,1.0,1
superupper,0.0,0
deviceadversary,0.0,0
semiguessed,0.0,0
inadjacent,0.9714285714285714,1
causalistic,0.0,0
autotunable,1.0,1
overadvised,1.0,1
cocreate,0.8970588235294118,1
interentering,1.0,1
entropyor,0.0,0
superclimb,0.0,0
counteractivities,1.0,1
provelocity,0.0,0
deviceelectrode,0.0,0
premound,0.0,0
peelling,1.0,1
tristructural,0.0,0
queueless,1.0,1
subsubnode,0.0,0
interquite,0.0,0
unprestatability,1.0,1
antibarrier,0.0,0
semimentallic,0.0,0
semiblurry,1.0,1
seminave,0.9515151515151515,1
supertail,0.0,0
promixed,0.0,0
deskill,1.0,1
codenotice,1.0,1
principleless,0.0,0
coschedulable,1.0,1
fluxessee,0.0,0
baselinerandomly,1.0,1
unstopable,0.0,0
selfenery,0.0,0
respectfullness,1.0,1
ultradiffuse,0.0,0
repossibility,0.0,0
dematerials,0.0,0
touristen,1.0,1
superjupiter,0.0,0
quartetic,0.0,0
reprinciples,0.0,0
bridgeable,0.9290780141843972,1
corotator,0.0,0
interlaser,0.0,0
cofilteredness,1.0,1
intrachiplet,1.0,1
antieffect,0.0,0
respeed,0.0,0
probartist,1.0,1
surprisely,0.0,0
criminalise,1.0,1
hypertuned,1.0,1
repest,1.0,1
missionsor,0.0,0
bicurious,1.0,1
techically,0.0,0
interprettable,1.0,1
nondeterministical,0.0,0
planneror,1.0,1
prodistribution,0.0,0
unluckiness,0.875,1
ilfive,1.0,1
predocumented,1.0,1
nonecosystem,0.0,0
baselist,1.0,1
nonarithmetical,1.0,1
listenability,1.0,1
gramage,0.0,0
genery,0.0,0
performal,0.0,0
imreturn,1.0,1
nonblossom,1.0,1
inresonance,0.0,0
excosmic,0.0,0
pseudosubjective,1.0,1
preprotostellar,0.0,0
iledged,0.0,0
supermature,0.0,0
noncolumns,0.0,0
constructivity,0.9777777777777777,1
fattiness,1.0,1
corestrength,1.0,1
overaims,1.0,1
developmentsor,1.0,1
foldation,0.0,0
denotationnal,1.0,1
interpretablean,1.0,1
unreformulation,1.0,1
inelse,1.0,1
paternalistic,0.9285714285714286,1
uncoarse,0.0,0
expeck,0.0,0
overdial,1.0,1
multiteacher,1.0,1
bipartedness,1.0,1
interpretable,0.8932681759250025,1
wavesee,0.0,0
warmy,0.0,0
visiblean,0.0,0
anticontinuity,0.0,0
unagreement,0.0,0
deanchor,1.0,1
underconfirmed,0.0,0
argueable,0.0,0
hypersons,0.0,0
nondilemma,1.0,1
unloadable,1.0,1
bimedium,0.0,0
restyling,0.875,1
coinprop,1.0,1
achievedan,0.0,0
uncompensate,0.0,0
interprecounter,0.0,0
antiinsect,1.0,1
motherese,1.0,1
nonwhispering,0.0,0
pseudoamendment,1.0,1
cobuys,1.0,1
termserially,1.0,1
generaterandom,0.0,0
nonagility,1.0,1
birelative,0.0,0
ununturned,1.0,1
postparty,1.0,1
nonfreshness,1.0,1
antiforcing,0.0,0
unreexpansion,1.0,1
nonpolynominally,0.0,0
nonsubtractable,0.0,0
predriving,1.0,1
excludingly,0.0,0
dequery,1.0,1
editation,1.0,1
minitask,1.0,1
premotifs,1.0,1
spanan,0.0,0
pseudosimulated,1.0,1
retwitter,1.0,1
reanalysts,1.0,1
codewalk,1.0,1
megadeposits,0.0,0
preponderan,0.0,0
extraterritorially,1.0,1
womanhood,1.0,1
manity,0.0,0
dedenoted,1.0,1
everettical,0.0,0
pseudoprojector,0.0,0
pseudosites,0.0,0
semisuperselected,0.0,0
multitransfer,0.9710144927536232,1
imelectric,0.0,0
intercommands,1.0,1
naper,0.0,0
subterminated,0.0,0
unflexed,0.0,0
hyperoptimal,1.0,1
multiinvariant,1.0,1
nonexhaustiveness,1.0,1
dimensionalful,0.0,0
agitatedly,0.0,0
requestable,0.9924528301886792,1
multipipes,0.0,0
adaptivityy,1.0,1
nondeputy,1.0,1
codeshare,0.9166666666666666,1
transcodes,0.918918918918919,1
subheads,0.8983050847457628,1
subprotograph,1.0,1
luckyness,1.0,1
invariational,0.0,0
triconcepts,1.0,1
unredirecting,1.0,1
coventure,1.0,1
cocontributors,0.875,1
comediation,0.0,0
intrimer,0.0,0
semicurrents,0.0,0
antifine,1.0,1
unrequest,1.0,1
transwires,1.0,1
trielectronic,0.0,0
beerage,1.0,1
nonformulaic,0.9259259259259259,1
postdomain,1.0,1
residesan,0.0,0
corebuilding,0.0,0
oxygenor,0.0,0
dediscussed,0.0,0
finanal,0.0,0
departicular,0.0,0
outdating,0.9047619047619048,1
phaseor,0.0,0
cacheability,1.0,1
ramseyan,1.0,1
transsurface,0.0,0
antifeminist,1.0,1
cobimodules,0.0,0
intertemporarily,0.0,0
semijumps,0.0,0
antivibrating,0.0,0
antiglue,0.0,0
antilambda,0.0,0
revisiter,0.0,0
admittanceor,0.0,0
rechallenges,1.0,1
deviceaccurate,1.0,1
intercouple,0.0,0
polyrepresentation,0.9921875,1
specward,0.0,0
intersectionan,1.0,1
imnoiseless,0.0,0
marshaller,1.0,1
extensability,1.0,1
explodingly,0.0,0
superhypergraph,1.0,1
nonpriceable,1.0,1
elementsor,1.0,1
subrenal,0.0,0
premediatedly,0.0,0
intraaggregate,0.0,0
noncapital,0.8771929824561403,1
antisingularity,0.0,0
antiaccidental,0.0,0
demode,1.0,1
brutishness,0.0,0
megatonsize,0.0,0
startically,1.0,1
invain,0.0,0
counterpolicy,1.0,1
overconfined,0.0,0
monostar,0.0,0
ultracould,0.0,0
intemperance,1.0,1
deptwise,1.0,1
picturically,0.0,0
subsubdiagram,0.0,0
constructivean,1.0,1
costandsize,1.0,1
inbehavior,0.0,0
dorman,0.0,0
healthan,1.0,1
writtability,0.0,0
miniobjective,0.0,0
redistricter,0.0,0
intercrime,1.0,1
prevariable,1.0,1
exreconstructed,1.0,1
megacoin,1.0,1
autodeer,1.0,1
readling,1.0,1
natoric,0.0,0
antiplanetward,0.0,0
pseudomonoenergetic,0.0,0
preexams,1.0,1
reattainable,1.0,1
supereager,1.0,1
transmisinstead,0.0,0
intrapure,1.0,1
delinguistic,1.0,1
timeliner,1.0,1
diety,1.0,1
restrengthen,0.0,0
cogoverning,1.0,1
inmeasurement,0.0,0
inprior,0.0,0
burstage,0.0,0
counternebula,0.0,0
archware,1.0,1
hydroy,0.0,0
talement,0.0,0
semifaces,0.0,0
groupan,0.0,0
discwise,0.0,0
halalness,1.0,1
prepatch,1.0,1
extratension,0.0,0
noncash,0.9545454545454546,1
inbudget,1.0,1
incampaign,0.0,0
intraoperation,1.0,1
preconversational,1.0,1
feederror,0.0,0
overdescribing,0.0,0
nonunwrapped,0.0,0
nonsurgeon,1.0,1
beaconless,1.0,1
branchful,1.0,1
intramagnetic,0.0,0
bioxygenate,0.0,0
innecessarily,0.0,0
incorporatable,0.0,0
retargeting,0.9654728715419258,1
undercontrol,0.0,0
lowesty,0.0,0
postdispersed,0.0,0
excontributions,0.0,0
antishower,0.0,0
subepisode,1.0,1
multipersonality,1.0,1
victimize,0.8947368421052632,1
superminority,1.0,1
courge,1.0,1
triaxel,1.0,1
rebiased,0.0,0
overfunding,1.0,1
misdetected,0.9496644295302014,1
plasticize,0.0,0
pseudohyperplanes,1.0,1
desmoothing,0.0,0
prointerpretation,0.0,0
forthood,1.0,1
superhybrid,0.0,0
superrandomness,0.0,0
interpolling,1.0,1
interpractitioner,1.0,1
untraversable,0.9047619047619048,1
commotional,1.0,1
propetition,0.0,0
deroom,0.0,0
stackify,1.0,1
stomachor,0.0,0
noninitial,0.9490521327014217,1
structuressee,0.0,0
overpattern,1.0,1
intermultilayer,0.0,0
hyperpilation,0.0,0
indisguise,1.0,1
dimation,0.0,0
cotargeting,0.0,0
semioutrageous,0.0,0
termican,0.0,0
cotours,0.0,0
chainable,0.9710144927536232,1
monoprograms,0.0,0
nonsemicorrect,1.0,1
codeanalysis,1.0,1
redispatchable,1.0,1
certificatess,1.0,1
retransmit,0.9468126710989441,1
deviceusers,1.0,1
splitor,0.0,0
paradoxessee,0.0,0
subtoxic,0.0,0
coilprobing,0.0,0
unscene,1.0,1
premelt,0.0,0
aimsan,0.0,0
prorepresent,0.0,0
atticessful,1.0,1
inleaks,0.0,0
triexcited,1.0,1
happenor,1.0,1
exdevoid,1.0,1
overtrump,1.0,1
minimaltrim,1.0,1
manufacturingwise,0.0,0
overcanceled,0.0,0
posttumble,0.0,0
fueller,1.0,1
deorient,0.0,0
bichemistry,0.0,0
inhibitorial,1.0,1
corehard,0.0,0
noncoverageness,1.0,1
underdestruction,0.0,0
underfamily,0.0,0
multiclose,1.0,1
mishappening,1.0,1
preshortened,1.0,1
antimouth,1.0,1
passingor,0.0,0
minielectron,0.0,0
nonprohibited,0.8888888888888888,1
impenetratable,0.0,0
deintensification,1.0,1
overscattered,0.0,0
autoconflicts,1.0,1
protoplasma,0.0,0
nonpositioning,0.9230769230769231,1
submaxwellian,0.0,0
nontransportability,1.0,1
rediamond,0.0,0
subcomputable,1.0,1
alternatewise,1.0,1
pseudoviral,1.0,1
stratawise,1.0,1
postsupercooled,0.0,0
costalks,1.0,1
superstrategy,1.0,1
schoolsy,0.0,0
downstairsness,0.0,0
convergessee,1.0,1
searchess,0.0,0
triever,1.0,1
churchly,1.0,1
debeaming,0.0,0
rederivatives,0.0,0
organisable,1.0,1
riserate,0.0,0
unpersuadable,0.0,0
exlikes,1.0,1
nonbirefringe,0.0,0
intrasubstance,0.0,0
determinantless,0.0,0
megaparticles,0.0,0
insession,0.9855072463768116,1
devicehousing,1.0,1
corounding,1.0,1
comparance,0.0,0
megakelvin,0.0,0
antisample,0.0,0
instatic,0.0,0
outcancelled,0.0,0
poolicy,1.0,1
expansons,0.0,0
biroots,1.0,1
antibackground,0.0,0
smalleer,0.0,0
retraversed,1.0,1
timeration,1.0,1
supergenerated,0.0,0
pretake,1.0,1
antiselection,0.0,0
geneeric,0.0,0
nonslot,1.0,1
nonobtainable,1.0,1
minidomes,0.0,0
intresser,0.0,0
underapproximative,1.0,1
represensitive,0.0,0
antiperpendicular,0.0,0
unserved,0.9051724137931034,1
semiprimitivity,1.0,1
overcreation,0.0,0
stillage,0.0,0
noncollaborations,1.0,1
multientrance,1.0,1
welfaristic,1.0,1
cavite,0.0,0
ununited,0.0,0
bonity,1.0,1
cocoming,0.0,0
overflag,0.0,0
coiliniris,0.0,0
rotateability,0.0,0
extraseed,1.0,1
whosen,1.0,1
countercensorship,1.0,1
charly,1.0,1
declose,0.0,0
codeintensive,1.0,1
sphereically,0.0,0
effectwise,0.0,0
preprobability,0.0,0
piller,1.0,1
twitchy,1.0,1
ultragood,1.0,1
unfeatures,1.0,1
invasivess,0.0,0
polyautomata,0.88,1
invarying,0.0,0
intrageographic,0.0,0
extraaccess,0.0,0
diceal,1.0,1
underorganized,1.0,1
imchecking,1.0,1
nondownward,1.0,1
legality,0.8938329430132709,1
multispeciality,1.0,1
multifake,0.0,0
superaligned,0.0,0
nonmanagers,1.0,1
nonconsecutiveness,1.0,1
energyment,0.0,0
noncount,0.9047619047619048,1
outoffs,0.0,0
panpositionable,1.0,1
degreeist,1.0,1
corereversal,0.0,0
thermalic,0.0,0
inscreen,1.0,1
counterregular,1.0,1
outscored,0.9012345679012346,1
incumulative,1.0,1
nonlosslessly,0.0,0
nonroads,1.0,1
codeanomaly,1.0,1
multifiller,0.0,0
supergenerate,0.0,0
nurser,1.0,1
additionanal,0.0,0
infaster,0.0,0
pseudogalactic,0.0,0
materialsee,0.0,0
nonoccasional,0.0,0
nearlyor,0.0,0
semicured,0.0,0
subalphabetical,1.0,1
counterionsize,0.0,0
transspecies,0.0,0
headiness,1.0,1
ultradrip,0.0,0
highish,0.0,0
subgradiential,1.0,1
multinearity,1.0,1
decompact,0.0,0
megaretailers,1.0,1
prefridge,0.0,0
similarrate,1.0,1
ultraproperties,1.0,1
intercitation,0.9411764705882353,1
devicetargeted,1.0,1
supertight,0.0,0
megaprocessor,1.0,1
semiextremeness,1.0,1
colayer,1.0,1
inproof,0.0,0
multidocuments,1.0,1
defrustrated,0.0,0
neptunean,0.0,0
subfloats,1.0,1
unedged,0.0,0
valuableness,1.0,1
coopling,0.0,0
textualist,1.0,1
cosegmentation,0.99848752205697,1
underaging,0.0,0
nonclassality,0.0,0
dimensionner,0.0,0
centerally,0.0,0
transassembly,0.0,0
cococlosed,0.0,0
pseudosubtrees,1.0,1
multihypernuclear,0.0,0
intertour,1.0,1
autoindent,1.0,1
imdays,0.0,0
franticness,1.0,1
unsupportedly,1.0,1
inevaluated,1.0,1
semiconorm,1.0,1
prostring,0.0,0
ambrosial,1.0,1
imstandard,1.0,1
judicicously,0.0,0
exequilibrium,0.0,0
comatched,1.0,1
codeinternally,0.0,0
postrecombination,0.0,0
pseudojobs,1.0,1
repumped,0.0,0
faultyness,1.0,1
nonsurprise,0.0,0
nonpersona,1.0,1
irrelestant,0.0,0
selffulling,1.0,1
magorously,0.0,0
privatize,0.898989898989899,1
outwings,0.0,0
submock,0.0,0
bitally,0.0,0
superacidity,0.0,0
nondecouple,0.0,0
protracklet,0.0,0
imobtained,0.0,0
underlinking,0.0,0
graveration,0.0,0
noncontracts,1.0,1
rehating,0.0,0
codecorresponding,1.0,1
overdecreases,0.0,0
inaverages,0.0,0
nonsegmentation,0.967741935483871,1
overratio,0.0,0
antiknot,0.0,0
destretched,0.0,0
codelets,0.9960474308300395,1
overspreads,0.0,0
treean,1.0,1
atomfully,0.0,0
multiintelligent,1.0,1
nonultranarrow,0.0,0
obtainingan,0.0,0
imcombine,0.0,0
pseudoweight,1.0,1
antimatters,0.0,0
hyperpredictor,1.0,1
finerly,1.0,1
countercrash,1.0,1
coreached,1.0,1
multiowners,1.0,1
cohanded,0.0,0
preresonance,0.0,0
imoverheads,1.0,1
extries,1.0,1
autodeclares,1.0,1
subdecomposing,1.0,1
automontage,0.0,0
infirmable,1.0,1
zincite,0.0,0
extratest,0.0,0
megadomes,0.0,0
oversimulated,0.0,0
minimalmoderate,1.0,1
definiteor,1.0,1
containerlessly,0.0,0
superrebound,0.0,0
posity,0.0,0
propagan,0.0,0
compressionally,0.0,0
conicly,1.0,1
prestrips,1.0,1
bithreshold,0.9444444444444444,1
overstablize,0.0,0
extrimity,0.0,0
overattendance,1.0,1
semireset,1.0,1
antineutral,0.0,0
pseudonewton,1.0,1
limitingly,0.0,0
hypermass,0.0,0
preadmissions,0.0,0
presmallest,1.0,1
cosignalling,1.0,1
antihepatitis,1.0,1
monoaperture,0.0,0
countersustainable,1.0,1
undeperformed,1.0,1
coassigned,0.9,1
unexit,1.0,1
branchiness,0.0,0
nonprism,1.0,1
superrole,1.0,1
spherally,0.0,0
corespread,0.0,0
tripigment,1.0,1
counterparted,0.0,0
interfactorial,0.8823529411764706,1
observedate,0.0,0
nonnudity,1.0,1
microscopyan,0.0,0
unsuits,0.0,0
misdefine,1.0,1
archangles,0.0,0
pseudocontractive,1.0,1
carbonanite,0.0,0
undoubtedless,0.0,0
trivality,0.0,0
multimassage,1.0,1
interforms,0.0,0
artifacthood,1.0,1
semifork,1.0,1
hypersheet,0.0,0
covaluation,1.0,1
raggedy,0.0,0
gritter,0.0,0
richen,1.0,1
coilcollapsed,0.0,0
multiinterband,0.0,0
nononward,1.0,1
tricultures,0.0,0
reornaments,1.0,1
spanswise,0.0,0
superconflicts,1.0,1
nonlurking,1.0,1
prebreakout,0.0,0
overrecruit,1.0,1
incodent,1.0,1
autoregenerating,0.0,0
preultralocal,0.0,0
foresigns,0.0,0
storate,1.0,1
subresolutions,0.0,0
prefunded,1.0,1
nondisposable,0.875,1
inderespectively,1.0,1
unstaging,1.0,1
bispaces,1.0,1
narrational,1.0,1
unstatable,0.0,0
subduplicate,0.0,0
closerly,0.8888888888888888,1
inantiphase,0.0,0
submulticurve,1.0,1
devicecuts,1.0,1
nonmedication,1.0,1
cohowever,0.0,0
outtasked,1.0,1
nondivide,1.0,1
anticoformity,0.0,0
multiaperturate,0.0,0
continuumness,0.0,0
presimply,1.0,1
deckan,1.0,1
nongrayness,0.0,0
supernucleus,0.0,0
templatewise,1.0,1
pseudobias,1.0,1
protoorgans,1.0,1
polybased,1.0,1
protorealistic,0.0,0
outphases,0.0,0
postinflammatory,1.0,1
countershock,0.0,0
regulatee,1.0,1
nonunformly,1.0,1
hyperenergy,0.0,0
noncemetery,1.0,1
transmisprobability,1.0,1
hypertournaments,1.0,1
supermotivated,0.0,0
cornerness,1.0,1
superdemonstrate,0.0,0
interstations,0.0,0
vacuumor,0.0,0
irrespecticive,0.0,0
noncontentiousness,1.0,1
supersortedness,1.0,1
multioperatorial,0.0,0
refetch,1.0,1
parallelicity,0.0,0
relaxationally,0.0,0
pregravitational,0.0,0
exwave,0.0,0
semibelieved,1.0,1
nonobserver,0.0,0
imevolve,0.0,0
tonical,1.0,1
stateness,0.0,0
nonsheath,1.0,1
subbimatrix,1.0,1
nonrattler,0.0,0
antihomogeneous,1.0,1
overconform,1.0,1
nontranable,1.0,1
biharmonicity,0.0,0
dynamicalor,0.0,0
prepropagate,1.0,1
irisation,0.0,0
minineutron,0.0,0
exproper,0.0,0
corecycle,1.0,1
underproject,0.0,0
geometricalally,0.0,0
intercost,1.0,1
nonantidegradability,0.0,0
functionial,0.0,0
protostaller,0.0,0
noncollapsable,0.0,0
siteage,0.0,0
particularlyy,0.0,0
rereconsider,0.0,0
parameterlet,0.0,0
underhood,1.0,1
subsuperscripts,1.0,1
imconcurrent,1.0,1
hyperresonance,0.0,0
banksy,1.0,1
interpremine,0.0,0
multioutcomes,0.0,0
nonsurrender,1.0,1
transplane,0.0,0
destructionage,0.0,0
submemory,0.9294117647058824,1
polyzinc,0.0,0
delowest,0.0,0
panview,0.0,0
intraconsistent,1.0,1
backness,0.9705882352941176,1
ghostful,0.0,0
extrazodiacal,0.0,0
postbend,0.0,0
countertrace,1.0,1
coreinteractions,1.0,1
nonpunisher,1.0,1
expresization,1.0,1
unserialized,1.0,1
transmutively,0.0,0
damic,0.0,0
unamendable,0.0,0
countertransported,0.0,0
subtangential,0.0,0
believee,1.0,1
megapixelsize,1.0,1
multilaterate,1.0,1
preattacker,1.0,1
oversubjective,1.0,1
subrecognition,1.0,1
extraintegral,0.0,0
coteaches,0.875,1
foreexponential,0.0,0
imexperiences,1.0,1
inextract,0.0,0
pretriggered,0.0,0
postapproximation,1.0,1
appearancement,0.0,0
countertwisting,0.0,0
outsources,0.9585687382297552,1
prodetails,0.0,0
unmanageability,1.0,1
intrastage,0.9057971014492754,1
intradistinct,1.0,1
parkerian,0.0,0
multihold,1.0,1
transshaping,1.0,1
subterminals,0.0,0
realistism,1.0,1
inefforts,0.0,0
shouter,1.0,1
postgenerative,1.0,1
prioric,0.0,0
codeprotected,0.0,0
coloror,0.0,0
nonsealer,1.0,1
overrisky,1.0,1
presegregated,0.0,0
misentries,1.0,1
noncoboundary,0.0,0
autoproof,1.0,1
accuraterly,0.0,0
positiverandom,1.0,1
supercodeword,1.0,1
wellany,1.0,1
gradualise,1.0,1
hyperintervals,1.0,1
occupationwise,1.0,1
uncompositional,1.0,1
methylal,0.0,0
underunexplored,0.0,0
coattend,1.0,1
membershipwise,1.0,1
inallow,0.0,0
identicalany,0.0,0
overslack,1.0,1
intrahorn,0.0,0
insemantic,1.0,1
antiintercept,1.0,1
subcounter,1.0,1
outstuck,1.0,1
nonrezonant,0.0,0
greedywise,1.0,1
reacknowledge,0.0,0
nonbooks,1.0,1
preaccumulator,0.0,0
termal,0.0,0
defoundation,0.0,0
nontalk,1.0,1
nongenes,1.0,1
nonpseudolabel,1.0,1
inprice,1.0,1
unrelaxing,0.0,0
polyswitch,0.0,0
underperfect,0.0,0
unpremixed,0.0,0
semiinterfocal,0.0,0
superconducticity,0.0,0
subclonal,0.9574468085106383,1
disruptability,0.0,0
exexperimental,0.0,0
subvalues,0.9468085106382979,1
planely,0.0,0
imcovariance,0.0,0
multiapparatus,0.0,0
bainen,0.0,0
subanomaly,0.0,0
semiseated,1.0,1
foundationist,0.0,0
untouches,0.9333333333333333,1
foresable,0.0,0
biintervals,1.0,1
noninclock,1.0,1
electable,0.9166666666666666,1
miscertification,1.0,1
multiinfluenced,1.0,1
squarishness,0.0,0
deviceremoval,1.0,1
exhunt,1.0,1
interreader,0.9933774834437086,1
intermoss,0.0,0
interkeyboard,1.0,1
americanize,1.0,1
postestimate,1.0,1
durationwise,1.0,1
proyear,0.0,0
pseudocumulative,0.0,0
diskage,0.0,0
panmatrix,1.0,1
multifemale,0.0,0
sarcasticness,1.0,1
counterrolls,0.0,0
nonlingering,0.0,0
antitheta,0.0,0
subwing,0.0,0
extraentropy,0.0,0
superclose,0.0,0
misinteractions,0.0,0
bidiscs,0.0,0
improvisationally,1.0,1
singalize,0.0,0
substaging,1.0,1
pseudoperformance,1.0,1
nonshaky,1.0,1
hyperspin,0.0,0
monogenomic,1.0,1
discessfully,1.0,1
superlearning,1.0,1
ultranorm,0.0,0
forethoughtful,1.0,1
codemeasurement,1.0,1
supercircles,0.0,0
noninstrumentalist,0.0,0
triplen,0.0,0
cooutputs,1.0,1
postenhancement,0.875,1
multitrap,0.0,0
stuckless,1.0,1
renderable,0.9619565217391305,1
inentire,0.0,0
ministations,0.0,0
seemingy,1.0,1
reexperience,0.896551724137931,1
intrainterval,1.0,1
undercollection,0.0,0
superplan,0.9444444444444444,1
nonrescored,1.0,1
coreloss,0.0,0
nonsemantical,1.0,1
nonstakeholders,1.0,1
beameddy,0.0,0
autointoxication,1.0,1
biassignal,1.0,1
higherage,0.0,0
hypersexual,1.0,1
transequation,0.0,0
outneighbour,0.9911504424778761,1
birefinement,1.0,1
extrasingle,0.0,0
relengths,0.0,0
imageer,0.0,0
undersubtracts,0.0,0
multidisplacement,0.0,0
miniexperiment,0.9333333333333333,1
exmethod,0.0,0
imlooking,1.0,1
memorablity,1.0,1
mindishness,0.0,0
nonpositionalist,1.0,1
featurer,0.0,0
monogaps,0.0,0
reescalated,0.0,0
conformerically,0.0,0
suffragan,0.0,0
overlapany,0.0,0
pseudoenergetic,1.0,1
reparticipation,0.0,0
codeimplemented,0.0,0
autohalo,0.0,0
copolypeptide,0.0,0
pseudomultilevel,0.0,0
dethreaded,0.0,0
indefinitean,0.0,0
gatively,0.0,0
insituations,0.0,0
unsuperheavy,1.0,1
counview,0.0,0
syntaxor,1.0,1
interwards,0.0,0
exlovers,0.0,0
hydrogenor,0.0,0
ultrauser,1.0,1
antidroplet,0.0,0
inarticle,1.0,1
overprovide,1.0,1
autobispectral,0.0,0
outformed,1.0,1
reprerepresentation,0.0,0
intrafold,1.0,1
superfrozen,0.0,0
cocreativity,1.0,1
intrafluid,0.0,0
representationless,0.0,0
